cpg,chr,pos
cg06399621,chr8,143591048
cg01639957,chr12,103590953
cg18610267,chr2,180692890
cg23867486,chr9,127496037
cg18524012,chr16,29885738
cg18268267,chr17,28267791
cg22853947,chr12,8239964
cg01098436,chr7,74015839
cg17700620,chr10,67045685
cg24887629,chr8,127817225
cg15668060,chr1,110891250
cg03609292,chr17,4896537
cg26457954,chr12,94779724
cg27273264,chr20,47812102
cg20861091,chr8,143799574
cg21621344,chr3,184832579
cg00975208,chr5,62442135
cg24758719,chr15,51281000
cg19450398,chr22,40464719
cg15190354,chr11,125624979
cg10196443,chr6,129892111
cg10749860,chr11,8920737
cg26081807,chr2,201977782
cg09491670,chr4,52663479
cg11377464,chr1,2850154
cg01903504,chr1,3756533
cg16120282,chr4,48494140
cg07968959,chr11,70474133
cg04019843,chr1,213280213
cg19642477,chr3,68245833
cg13404923,chr1,227563144
cg07662082,chr5,82895265
cg15944069,chr17,4484690
cg01356872,chr2,224221790
cg15558448,chr2,50195252
cg03719229,chr9,93069203
cg06470558,chr5,177389827
cg17857781,chr14,67690917
cg17993267,chr1,113949462
cg19471334,chr3,75663395
cg07361118,chr10,88361191
cg26960295,chr13,90782516
cg05345876,chr16,49699466
cg02026709,chr7,141658020
cg26548392,chr17,50524958
cg17595342,chr21,34744464
cg19791321,chr8,125613556
cg19972598,chr11,63490580
cg11491957,chr1,211672657
cg05581394,chr12,40106817
cg22411643,chr1,213050803
cg23818307,chr17,66000635
cg16833110,chr11,6920814
cg10990324,chr6,157592484
cg02862886,chr13,113654807
cg02951526,chr16,12097419
cg03023653,chr17,61619666
cg20953388,chr6,15431355
cg20486200,chr1,32877183
cg19914823,chr6,125943537
cg10535308,chr9,107279032
cg14337785,chr6,88147675
cg04861271,chr14,23320322
cg25405606,chr12,74283882
cg03433362,chr12,130434778
cg23519022,chr1,19419710
cg02871554,chr18,23590160
cg26373351,chr12,11878370
cg06249417,chr11,117170491
cg24464158,chr11,94763501
cg06593560,chr6,148819347
cg26093403,chr16,79794999
cg26457178,chr20,50447253
cg25694469,chr3,102980345
cg02315483,chr19,43982977
cg12052999,chr22,17922276
cg04064910,chr21,39346239
cg25499543,chr15,39579675
cg13896818,chr3,32822241
cg05919696,chr6,131134861
cg07276621,chr11,10729323
cg19689500,chr10,78907132
cg07372585,chr1,228185803
cg11438730,chr15,98165822
cg16581996,chr10,77520847
cg11259254,chr10,50606269
cg25686891,chr4,860778
cg21793421,chr6,130697018
cg10032534,chr7,43630574
cg23415398,chr2,4535959
cg09018554,chr6,19753398
cg16669201,chr1,1449739
cg22927827,chr17,59296429
cg12243267,chr19,57119168
cg13217658,chr3,138177861
cg24401595,chr7,66979402
cg25833597,chr17,32496127
cg23268620,chr2,61630332
cg17613769,chr17,31991038
cg01572872,chr8,124058890
cg13411951,chr9,76691138
cg07842818,chr6,168514695
cg16736054,chr1,100292696
cg24290487,chr11,119892713
cg14906444,chr2,224770305
cg23393892,chr7,2144393
cg18349668,chr19,12111666
cg13174599,chr7,131862254
cg24451170,chr5,179838401
cg15795705,chr5,169161139
cg22669624,chr21,43785630
cg19463619,chr19,53740427
cg01420711,chr1,202292066
cg11762703,chr17,80956138
cg17008770,chr8,74315329
cg00627837,chr22,19146125
cg14166520,chr6,31564574
cg23353001,chr1,112850903
cg03534694,chr20,25012898
cg06028151,chr8,12872583
cg02444118,chr13,106702555
cg16808481,chr7,116222606
cg09309788,chr16,68302275
cg03553539,chr3,48415791
cg19147483,chr6,12355410
cg04273745,chr15,24675193
cg05427358,chr13,78094411
cg00194540,chr9,131621958
cg20876987,chr6,28586221
cg15776705,chr7,80132033
cg03473523,chr2,210001575
cg08702671,chr1,51627911
cg27031716,chr12,94073493
cg10904405,chr12,46556236
cg05318169,chr6,33287698
cg23473694,chr13,111152967
cg03435439,chr1,65992678
cg27640390,chr12,1103636
cg25729401,chr17,78645252
cg18029222,chr17,31843116
cg03804751,chr15,78809948
cg21618694,chr5,139483854
cg02417685,chr10,119656529
cg15158588,chr19,17647402
cg09093418,chr8,103397472
cg10040615,chr22,48866835
cg17556421,chr12,130424233
cg15842430,chr14,20768952
cg09706245,chr3,16496372
cg09561417,chr17,18319696
cg21256968,chr4,76215395
cg17636008,chr10,119377342
cg15143752,chr17,75698820
cg08849601,chr2,134426066
cg16669225,chr6,56166964
cg18026834,chr12,117452868
cg02369766,chr5,600863
cg02997517,chr11,8619417
cg16634245,chr2,148974568
cg25172993,chr7,56113002
cg10483665,chr19,19575414
cg12227105,chr1,150895490
cg09035005,chr12,1688493
cg24736100,chr10,12173845
cg18555478,chr16,69363396
cg08780218,chr5,172767726
cg06855506,chr3,151434985
cg09199660,chr20,37097125
cg09442066,chr5,180516471
cg18418001,chr7,64306465
cg12106389,chr6,167722199
cg20598634,chr21,34096401
cg10632969,chr11,134153439
cg00432203,chr10,88810194
cg16400425,chr14,34978678
cg13790785,chr9,63816562
cg26894385,chr14,73106196
cg20789691,chr9,5340039
cg11726060,chr20,42985806
cg10845475,chr8,37765613
cg16641861,chr1,168687947
cg27172769,chr19,1255284
cg13041355,chr5,179195079
cg20828292,chr15,98888918
cg21041394,chr12,30799916
cg10303107,chr11,45209244
cg10790920,chr6,106113649
cg24533904,chr1,184498059
cg19917903,chr10,132889372
cg00910455,chr3,122088344
cg09908968,chr21,42085114
cg03848588,chr9,32525010
cg24967553,chr3,192820644
cg25017776,chr17,28606693
cg26737948,chr11,63631078
cg08270220,chr8,48913833
cg04528900,chr7,156968537
cg27183456,chr4,112412007
cg08355739,chr6,16494846
cg13370977,chr2,240245720
cg03415955,chr3,188310395
cg23940023,chr14,101055366
cg00823789,chr12,123516658
cg26007849,chr14,90408272
cg07151966,chr5,2005854
cg23233532,chr9,14308067
cg22248286,chr2,235940540
cg24512069,chr1,12114146
cg05308590,chr14,99944797
cg08933008,chr9,84340862
cg14950301,chr22,32471984
cg24531205,chr5,142202166
cg05363965,chr13,75682652
cg24553728,chr1,25542638
cg10673484,chr3,17032211
cg12384231,chr3,88146673
cg22864755,chr12,57862404
cg04109941,chr7,4114100
cg17429682,chr15,69064436
cg25768633,chr6,109343835
cg24919054,chr3,132720413
cg06796709,chr16,84611570
cg06273744,chr22,40358961
cg04733621,chr12,53175054
cg00527869,chr2,200305080
cg04747720,chr1,43235543
cg21037121,chr6,53929903
cg16664589,chr4,15540871
cg13605536,chr9,134827141
cg18733925,chr7,74188493
cg14634900,chr2,202005312
cg25076295,chr4,153760467
cg15640870,chr8,144506026
cg07508787,chr7,5332397
cg08763351,chr1,152970734
cg08854232,chr2,172301131
cg04496250,chr16,22371433
cg03267512,chr8,21938554
cg12736145,chr3,53148320
cg12628070,chr4,168614083
cg18426792,chr1,172365795
cg03984866,chr4,8160049
cg25762262,chr3,194335753
cg07893968,chr3,43079930
cg06955979,chr14,100696219
cg06775001,chr6,100877539
cg08839697,chr3,75663253
cg17022488,chr1,29135887
cg08938062,chr20,5608396
cg00884445,chr2,98139389
cg14488087,chr8,120127363
cg07901017,chr3,9979148
cg26881965,chr1,116494438
cg09379183,chr4,2049058
cg25621094,chr19,40786687
cg13649209,chr9,101529960
cg00881701,chr2,100989091
cg27052954,chr1,64879076
cg06932455,chr21,44819042
cg13916111,chr13,98487757
cg12475686,chr10,60418370
cg17653942,chr3,42088942
cg18463371,chr4,154412919
cg17814479,chr4,154135793
cg27045864,chr11,4693447
cg23623659,chr17,5022180
cg00832635,chr19,22633051
cg08364607,chr11,64910090
cg03202190,chr19,7557294
cg12026992,chr10,88244254
cg02508618,chr17,348716
cg21487690,chr1,207855364
cg05060807,chr7,151781163
cg19535509,chr11,122661246
cg18888246,chr12,109868856
cg02819010,chr22,20139713
cg08218445,chr3,192825841
cg06927481,chr11,118848288
cg11872019,chr2,57886146
cg12152759,chr10,132998253
cg03634007,chr12,124722990
cg12353331,chr5,6184820
cg02341670,chr7,143221987
cg08516187,chr7,143373863
cg02837432,chr12,71839109
cg02570670,chr12,8135832
cg17254607,chr3,55511007
cg11140017,chr11,64562352
cg19460391,chr5,87413786
cg14453740,chr6,7787290
cg06914133,chr14,54600832
cg02166787,chr12,53250529
cg24751929,chr11,128868873
cg22951128,chr10,530160
cg17744902,chr1,32749642
cg17979173,chr6,32074371
cg03757730,chr8,110822547
cg01247671,chr14,42141139
cg18410117,chr6,89935362
cg03746115,chr4,139058557
cg02415834,chr19,44642946
cg08609054,chr22,46996087
cg11914104,chr15,45447020
cg00059465,chr12,58030790
cg17114660,chr5,91151933
cg13674495,chr9,124938789
cg07809547,chr12,1917275
cg11413498,chr13,33070763
cg15336645,chr7,81628129
cg12471777,chr15,89293229
cg01565220,chr11,77156097
cg11688578,chr4,23921644
cg06703375,chr1,3317634
cg11025609,chr12,110289267
cg20270902,chr16,74310742
cg26130384,chr7,55912472
cg08643062,chr5,37721099
cg08367801,chr5,98775825
cg25521581,chr9,113303849
cg22090150,chr17,4194932
cg03257557,chr12,121085974
cg09652769,chr16,4329749
cg11208749,chr8,27903899
cg03376318,chr3,195834732
cg13198192,chr15,89630095
cg24783119,chr21,39422900
cg13173369,chr1,31978747
cg14821468,chr1,31765104
cg01262223,chr6,6675063
cg15268887,chr18,22230636
cg02926868,chr11,66607292
cg16591476,chr9,100582492
cg10434067,chr20,58822675
cg10457590,chr8,128315495
cg03814670,chr15,67122012
cg16411571,chr2,232662637
cg19380370,chr1,36172631
cg03856349,chr17,38624750
cg13478500,chr6,109467425
cg18793273,chr17,17896973
cg21150892,chr1,183876875
cg05969258,chr13,45924262
cg10086080,chr10,125163482
cg09801582,chr2,23630314
cg15645961,chr1,51986441
cg23184739,chr7,1845253
cg08426898,chr2,174052003
cg04221624,chr10,70514771
cg22546302,chr4,153267017
cg00583304,chr6,134057561
cg13286741,chr1,161169175
cg12011427,chr2,18829585
cg05011468,chr2,96331844
cg25030844,chr19,44613597
cg23347911,chr11,67427438
cg26967829,chr8,41297459
cg03567106,chr8,131771171
cg01834373,chr1,69928808
cg03591565,chr11,47223210
cg13224014,chr5,41853786
cg11022710,chr5,143440914
cg16850478,chr1,9384875
cg07974623,chr2,219853042
cg23400921,chr4,76611238
cg03768871,chr16,17433985
cg09994760,chr6,10514108
cg11776830,chr5,154877333
cg13029853,chr2,221553320
cg03529447,chr9,130398796
cg13609497,chr9,130639171
cg27235052,chr16,15604343
cg26870337,chr1,22451179
cg07438138,chr2,120982985
cg03700171,chr15,78455930
cg17130544,chr2,85956777
cg16500302,chr8,42320578
cg06795516,chr17,16479479
cg27393640,chr6,170098925
cg24029028,chr14,58828519
cg00104343,chr1,11226037
cg24223558,chr15,96370646
cg06401307,chr2,1974341
cg17213837,chr5,128706776
cg04194882,chr15,57025631
cg00399754,chr1,150529888
cg25486571,chr13,113981869
cg02058924,chr12,132889006
cg00674056,chr1,34850243
cg27646075,chr11,118177501
cg04321135,chr19,3514071
cg13867669,chr9,69515998
cg12146012,chr1,11170859
cg01044693,chr15,80408478
cg13857301,chr21,17392059
cg14282168,chr8,139612187
cg12056138,chr15,73443114
cg02461939,chr11,130135858
cg19991780,chr3,128814529
cg11459997,chr9,5655592
cg23367391,chr12,851367
cg18524846,chr6,39866042
cg15308917,chr1,183518474
cg13556540,chr12,117167074
cg10773023,chr1,30809279
cg24045378,chr1,3145933
cg21529010,chr16,68560899
cg02701642,chr17,30830940
cg22347705,chr22,23096320
cg17179492,chr16,3099396
cg00850551,chr9,127205792
cg23205610,chr3,124848528
cg13653423,chr6,2978418
cg25115503,chr2,74451714
cg04810795,chr7,74079533
cg04891600,chr11,105046033
cg11201649,chr3,181921657
cg11981770,chr10,96156757
cg17735169,chr17,2948186
cg15378530,chr2,55055493
cg21072162,chr10,104616090
cg23654767,chr2,100576519
cg09594128,chr22,21675239
cg02806251,chr2,147265242
cg15466407,chr17,7341984
cg25621518,chr5,6372223
cg16560433,chr12,71801046
cg22909333,chr10,127133740
cg12034775,chr7,99373234
cg19305424,chr13,110565264
cg05014933,chr17,73541729
cg22186387,chr3,152653731
cg21669109,chr20,1343667
cg13164238,chr7,47655014
cg15119553,chr8,17163336
cg06059003,chr8,6901266
cg24427271,chr17,78838696
cg15712677,chr1,235994192
cg03387311,chr17,17202915
cg01879015,chr9,109506042
cg10551374,chr12,95424283
cg08714895,chr1,17670424
cg04101729,chr1,40737728
cg04175160,chr3,193980597
cg22084515,chr5,32589607
cg23050227,chr8,111228923
cg05962033,chr1,5886268
cg20666176,chr16,51357128
cg15258156,chr7,1562595
cg01320507,chr1,229304604
cg22109530,chr1,178341399
cg05198442,chr1,151227800
cg15604777,chr1,7003114
cg07618470,chr22,21009723
cg15753835,chr20,6116131
cg23364497,chr13,79750520
cg05867174,chr3,69009753
cg20062050,chr1,227543180
cg18463607,chr4,55852154
cg15964957,chr5,138110034
cg10864926,chr5,89281229
cg27240182,chr5,303499
cg07618581,chr15,91968818
cg12869641,chr3,184416734
cg04630480,chr19,41844912
cg02753379,chr15,67864243
cg20452739,chr20,38961427
cg03296248,chr13,110266169
cg13167197,chr1,23690625
cg02969609,chr16,72969933
cg13429555,chr1,203033106
cg17696756,chr20,56525945
cg01714452,chr6,111700432
cg05986007,chr5,107360317
cg10520134,chr9,22052526
cg07959068,chr16,24045817
cg21467371,chr17,81681692
cg01737070,chr19,10415366
cg06010993,chr1,224214534
cg07350311,chr5,31401302
cg21107389,chr4,150799336
cg17748504,chr1,231426453
cg10013645,chr10,35212601
cg25839727,chr1,63797362
cg03521085,chr4,1225220
cg23773125,chr14,77444319
cg21401490,chr6,11055857
cg05017298,chr5,56948921
cg27470537,chr21,41390004
cg19141355,chr7,11110846
cg17908564,chr3,89245676
cg16994651,chr1,110082603
cg09082035,chr1,246154431
cg17958581,chr7,92426144
cg09218703,chr3,57537549
cg03999444,chr7,2924069
cg19735250,chr17,45241243
cg04825050,chr10,100599585
cg14448663,chr1,117571324
cg13003470,chr17,63436929
cg00796374,chr3,156031165
cg02317534,chr7,22665714
cg03768897,chr10,125899703
cg08507802,chr8,125899787
cg05436228,chr10,93337850
cg16451639,chr21,14955729
cg23072908,chr1,34784759
cg11117530,chr15,90867525
cg23995931,chr12,53579835
cg22561380,chr8,42974632
cg14038693,chr18,39733130
cg26531076,chr13,73169240
cg26020513,chr8,11710847
cg07224992,chr11,6796218
cg11395579,chr10,86539294
cg10360643,chr8,106212701
cg06480654,chr16,80040865
cg11320318,chr4,110194639
cg24853770,chr12,60205534
cg01140522,chr5,170896904
cg02458348,chr6,3788939
cg26332535,chr17,80829384
cg26502514,chr7,135232124
cg06486608,chr2,7429316
cg21615755,chr7,2239334
cg17326403,chr5,645544
cg24959428,chr1,89364392
cg19749383,chr15,92725348
cg20421695,chr15,64263534
cg21406584,chr9,100097838
cg02711800,chr7,158733110
cg08495545,chr17,78969227
cg05059922,chr12,93850720
cg23048109,chr21,43687202
cg15153913,chr10,50280712
cg11608671,chr7,103346857
cg08007304,chr2,82527501
cg20165220,chr1,12221835
cg16330552,chr3,43968623
cg04981423,chr6,153215004
cg18696790,chr10,17353940
cg10412986,chr1,151682186
cg04383154,chr17,83010791
cg00825558,chr14,70753398
cg09680704,chr1,150491428
cg08757191,chr11,126293155
cg17490973,chr9,97039738
cg00461389,chr5,143037199
cg07162085,chr10,93992137
cg08886177,chr12,116449567
cg13988316,chr1,27070514
cg23204794,chr2,218874842
cg16176132,chr1,17409230
cg25034423,chr2,101275903
cg01611053,chr9,132632566
cg16757992,chr13,68985062
cg05380916,chr3,179720000
cg14143951,chr20,750969
cg07478893,chr8,105394184
cg09985481,chr14,102945562
cg09793269,chr12,104954491
cg20341632,chr7,102300473
cg00389181,chr7,6082523
cg16318368,chr7,152076419
cg08962072,chr17,18265343
cg09674047,chr9,105354518
cg13039509,chr20,5470577
cg09591190,chr7,149872375
cg27415324,chr22,17422030
cg06587962,chr19,19653164
cg05706719,chr13,31323276
cg00030682,chr16,16081745
cg04227396,chr19,5577828
cg27312458,chr6,168877054
cg03333052,chr10,5641800
cg01802078,chr6,7285551
cg14865150,chr14,55889267
cg13701086,chr9,137147280
cg12051364,chr10,1659481
cg00788235,chr11,118400176
cg22896684,chr5,2890207
cg16254370,chr15,63926335
cg10399575,chr8,604489
cg14749365,chr11,128822900
cg00103448,chr17,48523171
cg26457029,chr21,39447129
cg21154452,chr1,228746218
cg06584784,chr16,86573317
cg23867106,chr21,41390548
cg06986484,chr20,45539928
cg14086753,chr11,47159991
cg02564299,chr3,114411982
cg16597412,chr2,3769359
cg07827139,chr2,159135695
cg04876095,chr11,62528798
cg14554176,chr9,136465604
cg07345710,chr1,3203449
cg05847233,chr18,12374050
cg06658129,chr6,29396825
cg06307940,chr16,46626906
cg09028132,chr20,38449492
cg01967741,chr8,139978869
cg10082445,chr16,89230617
cg21551704,chr5,81255041
cg26864773,chr3,49259428
cg03128945,chr5,622799
cg08786719,chr5,454067
cg21898527,chr3,100185806
cg18657977,chr16,54247153
cg09146486,chr10,3258056
cg03785763,chr8,9011441
cg24846775,chr6,18494403
cg27539480,chr7,27107465
cg26551072,chr17,69534339
cg10216790,chr2,46325976
cg25002968,chr7,76626034
cg05684469,chr1,167675541
cg04682600,chr14,31405639
cg08283318,chr19,51356219
cg06611912,chr5,76098921
cg11015284,chr13,46699939
cg18348566,chr3,139523503
cg15921797,chr8,132784772
cg07537133,chr20,61390578
cg06495055,chr4,150584040
cg16332365,chr12,119687410
cg07977170,chr18,56789469
cg17258157,chr4,53176227
cg14994894,chr4,675829
cg08574364,chr2,238925931
cg24269480,chr17,58168821
cg03521246,chr4,88759509
cg25265651,chr1,113021983
cg04227893,chr9,1459983
cg08655871,chr4,79050254
cg25909854,chr13,23833961
cg25711380,chr19,304764
cg07321494,chr3,73599759
cg27639283,chr19,9302192
cg02450890,chr11,10493336
cg25798341,chr6,32822729
cg24374051,chr16,74578602
cg10448954,chr16,89526986
cg13977620,chr12,119277285
cg11881702,chr14,102044352
cg16993797,chr14,60147105
cg21496780,chr7,903202
cg26283734,chr10,110328012
cg01822317,chr12,55839642
cg12660315,chr5,5288042
cg09503179,chr2,203552040
cg11740781,chr14,50319201
cg06418837,chr1,211474114
cg06578505,chr16,1313572
cg18670350,chr3,125539740
cg09939247,chr7,6674519
cg06072950,chr11,129866441
cg21757440,chr16,57997146
cg14015877,chr19,50758897
cg04085263,chr1,191867629
cg25371251,chr11,68716025
cg23476216,chr13,67416404
cg07739642,chr10,77221674
cg06915226,chr2,70733827
cg11431101,chr6,31764097
cg00303450,chr2,190406794
cg23073098,chr16,31553757
cg12347444,chr20,379903
cg18578974,chr14,69850865
cg06471284,chr2,183244614
cg17758992,chr12,41980814
cg11907532,chr7,152688790
cg02240159,chr3,65582548
cg09892365,chr1,114100239
cg16989985,chr8,48708650
cg08532998,chr19,1425627
cg16898038,chr15,82041529
cg02789713,chr5,17192986
cg19707069,chr10,128991197
cg16210697,chr14,76194878
cg12520628,chr10,67969774
cg07169295,chr11,67026043
cg00533305,chr5,87083656
cg13001355,chr2,27385797
cg03387240,chr16,2084088
cg10339498,chr14,20836081
cg18838477,chr22,38680722
cg12915819,chr2,3449342
cg15850891,chr3,50329635
cg14990087,chr8,100858851
cg13565994,chr7,142938452
cg10721090,chr19,35491144
cg22120500,chr2,10907058
cg12717963,chr5,181195179
cg23398781,chr4,8005409
cg26105658,chr17,82693808
cg13397275,chr1,62280509
cg14099012,chr8,121771368
cg23388097,chr16,2064242
cg16087382,chr5,6605003
cg14201196,chr13,99023219
cg01154656,chr15,68885208
cg21275838,chr15,59315925
cg25279351,chr2,40611090
cg01330456,chr5,78700228
cg03451959,chr3,93927588
cg12602945,chr19,49038272
cg06113835,chr4,76784055
cg20594150,chr3,71132176
cg00524379,chr9,82408401
cg00712159,chr1,16075431
cg22489957,chr6,28954028
cg04483586,chr22,43841888
cg23097035,chr7,28356545
cg17895689,chr15,29452649
cg20789483,chr5,5057387
cg20392203,chr7,596953
cg16193203,chr10,73553380
cg19046783,chr7,99784463
cg02169053,chr7,101506228
cg04869380,chr2,239349098
cg04026833,chr17,61301923
cg17473778,chr16,316592
cg00881812,chr5,147568358
cg03192549,chr2,24418639
cg10455030,chr3,123626182
cg26633077,chr17,80829325
cg23441747,chr12,115755221
cg19246169,chr16,56889401
cg15874704,chr7,124073597
cg08547367,chr7,78074280
cg03144222,chr7,23250706
cg24091611,chr10,87061243
cg14501118,chr16,55944653
cg00547365,chr1,6545360
cg17587071,chr8,17703976
cg02009485,chr8,140321443
cg23939932,chr2,241724825
cg10417456,chr5,139606222
cg23750693,chr2,104569227
cg26970113,chr5,134375201
cg02129877,chr8,22014326
cg24097686,chr15,83178030
cg02394762,chr12,54544724
cg11822812,chr5,140672432
cg12125332,chr14,75069858
cg11445483,chr19,530502
cg11389425,chr11,57560911
cg18146146,chr19,46744123
cg18704345,chr22,48617968
cg10207787,chr8,26290679
cg22558484,chr6,10151408
cg00597918,chr15,68696666
cg02931729,chr11,129313333
cg12892914,chr7,75855244
cg04901269,chr12,117227143
cg16356068,chr15,28941262
cg16095464,chr12,24076041
cg21644111,chr1,231723148
cg04190262,chr16,69408615
cg02952295,chr2,234004544
cg23436314,chr12,132754619
cg26150447,chr8,141177024
cg18658947,chr12,21757832
cg24388251,chr8,54705660
cg10408120,chr1,243628408
cg18207721,chr2,175328765
cg10393548,chr8,35543795
cg21018253,chr11,70626501
cg01723031,chr4,37973705
cg11784681,chr14,75699247
cg02033736,chr17,17302370
cg04810980,chr2,121993254
cg10060903,chr1,114717939
cg25105147,chr7,144777650
cg10850444,chr17,41559893
cg27147931,chr15,40785403
cg20785661,chr6,13289428
cg09583201,chr10,16756715
cg07884364,chr4,40585712
cg00946598,chr1,43651422
cg08388140,chr13,28353696
cg08793686,chr20,40990952
cg12201544,chr6,168887192
cg22634172,chr10,127016575
cg08776331,chr16,2075988
cg09145548,chr7,74488630
cg01704860,chr6,30583078
cg15483273,chr2,24565616
cg22814879,chr15,79902444
cg02086174,chr14,89891824
cg12073169,chr7,131055851
cg12487914,chr6,31894573
cg17264909,chr6,33987779
cg16308061,chr13,111659064
cg03128163,chr10,129887890
cg05987172,chr11,109571651
cg10050487,chr21,13822106
cg14751084,chr12,131459215
cg06341464,chr3,62214615
cg04368881,chr15,40566360
cg19694398,chr3,134409857
cg00340928,chr18,76918703
cg00711628,chr19,10956932
cg10729852,chr17,27535936
cg03109914,chr11,823348
cg08051049,chr11,1803489
cg03445244,chr2,23498852
cg00444362,chr8,117594640
cg03084708,chr5,10702190
cg11987700,chr12,62136115
cg04134809,chr9,132196483
cg02733081,chr13,30486943
cg02685684,chr7,141755151
cg06028665,chr20,59353007
cg00162921,chr7,143303897
cg23000153,chr5,1212319
cg08662451,chr4,89690535
cg09949816,chr15,34211290
cg05992156,chr21,45261339
cg21800290,chr1,155200186
cg00384993,chr20,2650017
cg24892148,chr10,87859898
cg03847535,chr3,69763822
cg22148525,chr13,73780753
cg08857436,chr7,91184055
cg06013872,chr4,71338106
cg13435833,chr15,62446151
cg12846784,chr8,52282935
cg12344206,chr19,58354035
cg01128511,chr4,40438425
cg15460802,chr9,134460240
cg18477664,chr7,156108236
cg17739868,chr6,157330305
cg09408384,chr2,27216917
cg24152718,chr6,30218041
cg16390418,chr12,1385733
cg18116588,chr20,59055342
cg05224770,chr12,68160039
cg24605014,chr8,133033493
cg13953354,chr1,225821009
cg14310240,chr10,77532326
cg13221107,chr12,52452304
cg13096330,chr1,154574041
cg12408364,chr2,237207796
cg10562614,chr18,55295676
cg21894660,chr8,144721209
cg17195153,chr1,35111379
cg17795265,chr6,32063342
cg07359415,chr17,19282325
cg17244651,chr6,130013011
cg24748238,chr6,649087
cg18841668,chr11,111206908
cg06062991,chr9,130627422
cg11412164,chr19,53695238
cg09045613,chr5,10602380
cg07640406,chr11,2536799
cg22492435,chr10,99782432
cg03453449,chr12,95551344
cg14778576,chr3,160759670
cg15970717,chr3,185880019
cg16656289,chr10,70540781
cg15798530,chr4,121934061
cg05138096,chr14,29381378
cg07032055,chr2,152555210
cg14636127,chr1,23016315
cg06011000,chr20,37094541
cg21329470,chr10,97178524
cg13800038,chr13,42370457
cg16381530,chr19,31306157
cg09255480,chr17,81569064
cg09845761,chr2,28601305
cg07051704,chr16,71624252
cg05566388,chr9,72140456
cg23020582,chr12,54341182
cg15160746,chr12,2634073
cg07048074,chr10,80412603
cg08229801,chr6,32879421
cg14076024,chr14,104431271
cg18011571,chr3,179784162
cg07284546,chr16,640468
cg05021836,chr16,12268820
cg00107521,chr9,137715430
cg26336955,chr1,227563317
cg11387492,chr7,68166784
cg01832672,chr12,122874036
cg21622977,chr8,30383404
cg06160682,chr1,111981026
cg18434588,chr5,80799313
cg12368802,chr9,127131879
cg15321134,chr1,53878876
cg20022392,chr3,15039248
cg19643410,chr17,8008102
cg20780480,chr15,90761794
cg11777611,chr17,65167045
cg21181363,chr3,61797271
cg16123938,chr7,107933894
cg11068517,chr14,24272504
cg25248319,chr5,32139006
cg21377260,chr7,1817343
cg18477563,chr5,73764721
cg25553638,chr12,111338387
cg14328737,chr5,6645251
cg16520886,chr7,1817642
cg21086503,chr7,86966584
cg19426277,chr7,1057746
cg17356898,chr7,102451558
cg11560663,chr19,7963397
cg20197375,chr15,85167914
cg00985757,chr5,19038345
cg02354121,chr9,125884180
cg13758904,chr2,691034
cg27606137,chr4,37890195
cg06305777,chr5,140855628
cg20535253,chr4,121954613
cg06082141,chr17,10701248
cg11542898,chr7,103119913
cg01824180,chr14,75431059
cg19722082,chr5,84385745
cg12284736,chr1,80138236
cg18166900,chr10,43668860
cg10385076,chr19,15321429
cg02584488,chr11,33779979
cg18397653,chr4,87650501
cg06914509,chr19,3626082
cg02700161,chr11,66707605
cg03986578,chr6,89951654
cg11448883,chr7,138918916
cg07056965,chr10,110869704
cg01326942,chr6,89887202
cg18601483,chr8,95297878
cg18841660,chr11,129066828
cg20587996,chr7,152900014
cg04033774,chr1,108875945
cg00788177,chr6,158939729
cg26977737,chr21,20803204
cg18093030,chr20,63604918
cg18028715,chr15,65343660
cg18303722,chr19,1927254
cg01872160,chr12,132957314
cg13429419,chr20,50562561
cg08949924,chr20,62377325
cg04740818,chr22,17358509
cg02984503,chr2,105391907
cg15904625,chr12,50732800
cg18186664,chr5,127911127
cg27278300,chr14,51746462
cg08795557,chr7,71456347
cg16385474,chr2,124754161
cg02928840,chr1,208044730
cg07829577,chr14,31106760
cg13808090,chr10,37993714
cg02124310,chr5,176697507
cg09544630,chr7,942048
cg01240109,chr1,173461425
cg06903478,chr17,78187551
cg07626446,chr6,110847683
cg10263919,chr11,61716597
cg03682771,chr1,212024975
cg03967823,chr12,38198371
cg24718526,chr2,3455028
cg21294310,chr12,119699649
cg19769956,chr2,15417672
cg07031680,chr3,112498112
cg10371560,chr16,31259112
cg11839495,chr3,172315695
cg27051515,chr12,51383983
cg19716048,chr4,16582771
cg23523659,chr10,2083717
cg07101018,chr11,44535277
cg07485420,chr5,132934725
cg10794502,chr14,57306656
cg04716447,chr12,122006715
cg08614511,chr8,143668520
cg16298809,chr1,71069692
cg23610394,chr10,69362778
cg15491120,chr18,76444941
cg09343755,chr1,28327959
cg17084863,chr1,162560574
cg05808356,chr1,118186187
cg09732283,chr19,53143089
cg25772938,chr18,13455297
cg27366261,chr1,158011047
cg15830422,chr5,32089664
cg24642495,chr11,110297624
cg19004811,chr14,75476770
cg04287747,chr17,78806266
cg15949310,chr6,75612839
cg10855978,chr8,23922728
cg26044335,chr2,65700047
cg17010701,chr6,132825325
cg09829128,chr6,34566090
cg14261612,chr8,63187120
cg15385448,chr2,178142496
cg11355340,chr3,112846586
cg08780684,chr21,34704271
cg00347071,chr2,167867825
cg02201827,chr10,38393496
cg10208034,chr2,47512601
cg01149202,chr12,96254547
cg02896432,chr2,239179641
